number,values_0,values_1,params_lambda1,params_lambda3,state
198,0.0,0.07449957419964384,718.1034726232133,0.00042671146486399135,COMPLETE
199,0.0,0.07378584514444264,24.06528416903382,0.09428203616325916,COMPLETE
200,0.0,0.07919219728319969,0.025189659395424606,13.77386597342457,COMPLETE
201,0.0,0.0751173157152178,5.22920274211589,0.0023584468297836443,COMPLETE
202,0.0,0.07746744746305265,5.410963465355921,94.7155176854975,COMPLETE
203,0.0,0.07849781265169631,809.1791309266355,2.851980895336985,COMPLETE
204,0.0,0.07361608611889245,0.6525572493615062,45.03479251277186,COMPLETE
205,0.0,0.06819756645762491,1334.9872411963074,4.035019069587491,COMPLETE
206,0.0,0.07616560153698078,0.6525572493615062,0.4925704587555795,COMPLETE
207,0.0,0.07125573750659672,4.192998761144268,0.06170046976955652,COMPLETE
208,0.0,0.061687555448355955,809.1791309266355,0.00011923275008555087,COMPLETE
209,0.0,0.08144298204170008,15.930753782485565,0.015017532020814798,COMPLETE
210,0.0,0.07815090502725928,6538.307584143768,0.5281191555208476,COMPLETE
211,0.0,0.06986769855467061,2.4584547433787884,0.0055402356253144115,COMPLETE
212,0.0,0.07623990776003707,809.1791309266355,0.06170046976955652,COMPLETE
213,0.0,0.060581075995874895,4285.268644130333,0.00039191815750602867,COMPLETE
214,0.0,0.07857252476865452,0.019124466336413938,0.8796437127924208,COMPLETE
215,0.0,0.08068959207865378,0.011469784162600792,0.1081928938117169,COMPLETE
216,0.0,0.07660386124112302,7054.5748754130145,0.2669565145838075,COMPLETE
217,0.0,0.08135708173150649,0.014300727995746838,0.0022813939542548544,COMPLETE
218,0.0,0.0744205846478113,2.157785210384808,0.001039308656322231,COMPLETE
219,0.0,0.07731851884393366,278.8160949658767,0.4925704587555795,COMPLETE
220,0.0,0.07615920672285828,0.30315701862372185,0.6281973192600224,COMPLETE
221,0.0,0.07246073960553005,4.616144317872392,0.6281973192600224,COMPLETE
222,0.0,0.07257888173151593,0.019124466336413938,0.002328924678644928,COMPLETE
223,0.0,0.05906164457900406,2525.2992654679647,0.00013431235882417587,COMPLETE
224,0.0,0.07219204534301299,0.25690348254180645,0.0001066373491606367,COMPLETE
225,0.0,0.0716514393292177,83.79414807568077,0.002291512878983546,COMPLETE
226,0.0,0.06813746746993306,6.094753636645412,0.003982194989942686,COMPLETE
227,0.0,0.07153052064951265,35.04670414572725,32.980216250281316,COMPLETE
228,0.0,0.07013687921809028,0.014966052888874438,0.003294823495861598,COMPLETE
229,0.0,0.07644846910098567,6052.7332849440345,0.0037781346289307454,COMPLETE
